isEdited,userName,review,date,rating,title,developerResponse
False,yendis121,Be prepared to have your support emails ignored.,2022-02-08 22:38:44,1,Bad service,"{'id': 27977198, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-10T21:02:51Z'}"
False,Redskies373,"Don’t subscribe, this is not a good service",2022-02-04 14:55:35,1,Terrible,"{'id': 27901174, 'body': 'Hi, we’re sorry if you had a negative experience with using the service and would like to take this opportunity to assist however we can. Please reach out to reviews@cerebral.com with your review’s username. Best, Cerebral Team', 'modified': '2022-02-07T16:51:46Z'}"
False,Tmungy,Took my money and cancelled my account. This company is not equipped to support people struggling with mental health.,2021-04-16 12:06:40,1,Stolen money,"{'id': 22332645, 'body': 'Hi there, \nI am sorry to hear that you may have faced some trouble when utilizing our services. It is disappointing to hear that you did not have a positive experience. Nevertheless, thank you for sharing this feedback with us, as it is important to us to continue to improve. If there is anything I can do to assist, please do not hesitate to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I look forward to hearing from you. \nBest, \nMolly V. \nCerebral Coordinator', 'modified': '2021-04-19T17:09:03Z'}"
False,-tj:),The audacity of this company taking advantage of the people who need help.,2021-09-23 20:38:15,1,Scam,
False,mhn17,"There are a lot of bugs with this app and usability flaws. 

Particular ones that bug me include:

Going to look at settings will result in receiving two emails stating confirmation of setting changes (when no changes were made). 

When choosing a care counselor I clicked on a picture to see if I could learn more about them and it selected them as my counselor with no way to go back or change my selection. I emailed customer service and they said I should be able to change them but tried in browser and app and couldn’t and asked them to tell me how and they ended up just telling me to email them if I want to change my counselor. But how would I even know who I want to change to? 

Odd ones include email confirmations of invoice numbers that didn’t include the number.

My app also shows I was charged for an upgrade I cancelled but customer service says they show they don’t have that charge.

Also it has been almost 2 weeks since my prescriber appointment and it took almost a week of my app saying prescription approved before I reached out to ask for an ETA that the coordinator told me my prescription was rejected by insurance.  I decided to go out of pocket and they put in one prescription and forgot the other. Then that prescription got filled finally and the other one has been waiting for the prescriber to get back to the pharmacist for some sort of confirmation. 

Getting access to the app was easy and the communication with my prescriber was supportive but so far the actual service is proving to be frustrating and inefficient.",2021-10-11 17:14:47,2,Admin and App issues,
False,ticaleb,"When I started Cerebral it was great. They put me on two medications that changed my quality of life drastically. My anxiety was severe and now it’s nearly nonexistent. 

However, the service and response time has gotten awful. When they changed my dose my medication price doubled without warning. I have OptumRx prescription insurance and have requested that they transfer my prescription since my medication would cost a third of what i’m currently
paying. It’s been nearly a month since my request. They responded saying they would get back to me. Exactly 10 days later I still hadn’t heard from them so I gave them a nudge. Same response, they’ll get back to me. I told them i was nearly out of medication and asked that they refill my prescriptions once more while I wait for the transfer since I was almost out of pills. As of today I still have not gotten anywhere with this and I have less than two days of medication left. The refill hasn’t shipped nor has it even been processed. I am terrified of what will happen when I run out of medication. Withdrawals from a strong dose of antidepressants can be catastrophic. I rely heavily on the anxiety medication as well. At this point I don’t know what to do. Every time I ask for an update I get the same response: they’re looking into it and will get back to me.

The only reason I gave two stars is because they prescribed me medication that gave me my life back. Now i’m worried that i’ll be worse off than before I started the medication when I start to go through withdrawals. 

If you are fine with subpar service, poor communication and having no choice but to get medication through them at their price,
go for it.",2022-01-22 02:18:15,2,Great to begin with but has become a nightmare,"{'id': 27632464, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-24T15:38:20Z'}"
False,maddynyc259223,Terrible and misleading,2022-01-26 22:49:13,1,Worst experience,"{'id': 27725489, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. If you would like us to support you with a current issue or you wish to elaborate on your concern, please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-28T15:59:51Z'}"
False,M4543gbcrn,"This service has major potential.

The upside: 

1 - the prescribers are fantastic. They listen to you and work with you to develop a treatment plan for the short term along with long term goals and/or long term contingency plans. For the first time in my life I was treated with care and understanding for my conditions and issues. Those with mental health issues certainly know the treatment they receive when seeking help from typical medical professionals. 

2 - the “idea” of this service is fantastic. The idea that you have a faster track to your prescribers and the fact that they are able to send medication directly to your home removes the extremely strenuous challenges that those attempting to obtain typical mental health medication experience. 

The downside: 

1 - the first contradicts my upside point #2. The problem is it is just that ….an “idea”. The execution of this idea is what is lacking. You have a dedicated customer service agent that provides direct fast access to your prescriber and is also responsible for ensure your prescriptions are filled and sent as well as billing and insurance questions. The issue is that the service you receive is fantastic, when you receive it. They ask that you use a messaging system to communicate with your rep. You will be lucky to get a response once per day. If they do not answer your questions in full, you will need to wait until the next day for clarification or another response. 

2 - the timeliness of delivering your medications. Those of you would need a treatment plan that includes a medication know how important consistency is when it comes to your mental health. They simply cannot figure out how avoid issues that interrupt your schedule with medications. It is almost normal practice that I am without my medication for 7-10 days each month. This is disappointing considering I pay a premium, out of pocket, to receive my medication directly from them (or their pharmacy, etc). On top of that, I have to be the one to proactively work to find out why my medication did not ship, when it will ship and to make matters worse there is zero increased urgency in this situations. 

So you will pay a premium for your prescriptions, they will be severely late to arrive and you will have to track all of this down on your own and you have to expect to do all this working off of maybe one response from your care rep each day. This is on top of the monthly fee you pay to have this service (besides the expensive cost of the medications).",2022-01-12 13:57:41,2,Great Potential But Falls Short,"{'id': 27791200, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-02-01T17:18:26Z'}"
False,Iviana Farrallda,Peace of mind ?,2021-03-02 07:20:17,5,Peace of mind ?,
False,mjgeis,"The service is a good means to an end, it offers access to treatments for a set of mental health conditions that make it particularly difficult to access care — multi-month waits for appointments, the stress of in-person visits, etc. This eliminates a lot of the burden felt by those suffering from executive dysfunction.

Massive concerns almost everywhere else. I am currently on day 7 of what is looking to be 9 days total of clerical hassle trying to get my prescription to be affordable — they first prescribed a brand name medication that my insurance would not cover, and also mishandled the prior authorization process so my insurer wasn’t properly contacted. 

Additionally, when prompted to schedule my next visit with my prescribing physician, I can see that she has zero availability for the next three months. From what i understand, I am to start a medication this month which requires more frequent visits than that in order to keep having access to. 

To make all of this worse, communication there is abysmal — the responses via messages in the app are not as prompt as advertised. I have spoken to two people there on the phone (which is it’s own accomplishment — the phone tree there makes this extremely difficult to access as it just tries to redirect you to use the app for all but one set of choices) and it is abundantly clear that you need a phone conversation to get quality correspondence out of them.

I think this all amounts to playing a dangerous game when they are prescribing medications that are habit-forming, like amphetamines, or which are outright dangerous to stop cold turkey, like many SSRIs. If they cannot provide reliable assistance for their patients it will lead to avoidable gaps in medication. This kind of sloppy, disorganized conduct will end up causing the very patients they set out to help to suffer unnecessary withdrawal symptoms.

I might still encourage people to use this as a way to kickstart their mental healthcare, but only as a stepping stone. My next priority is to transition my care into a local doctor’s office where I might actually feel like I have advocates. I would strongly recommend only using this service as that sort of stopgap, as there are some glaring red flags regarding communication and reliability that make it look like a bad long-term plan.",2021-10-04 20:01:30,2,Slow to respond and less organized than you should want,
False,Igsytsv,The worst team of doctors ever,2021-10-04 14:22:59,1,A joke of a team,
False,Missreality,"After two months of this app I have decided that everyone should know my experience. I don’t usually leave reviews but this is important and you should know before you join. 

From the start it was rocky road:

1) while onboarding I was not able to complete my orientation for at least 24 hours as there was a bug in the system— I was paying for something I couldn’t access. Which okay I get things happen but it wasn’t a great first impression.

2) My first appointment with my prescriber was very impersonal. She did not smile seem interested or act very caring about what I needed other than “I had a lot going on”. We all have had days but this was my first interaction and I was underwhelmed by her attitude.

3) For my first appointment with my care counselor, I woke up early and was on time, but she did not join. Turns out she quit and nobody informed me until a couple days later. My first payment I didn’t even see a care team member— only a prescriber because of the no show and based on the second ones availability. And the second one showed up 10 mins late!!! I thought here we go again. 

4) I kept getting a notification to make an appointment with my prescriber except she didn’t have any availability for the next six months and because I was on Adderall this is something that has to be prescribed every month as well as meeting with the prescriber. So I reached out to the care team who was able to find a date sometime next week. The problem was my medicine was going to run out by the end of this week and my prescriber wasn’t answering the care teams messages so I almost ran out of the medicine and we had to get an emergency supply to get me to the next appointment. I’ve now found a local prescriber that will see me so I don’t have to deal with the inconsistencies of your platform. 

Overall, I’m really disappointed. I was hoping that this app would be a solution to me having a hard time finding a prescriber in my area. It’s only caused me headaches and stress— the exact thing I’m trying to avoid. How can you charge people money and not deliver consistently the services? Especially in mental health. I will not recommend this app to anyone because you cannot play around with someone’s mental health and you need to get actual doctors who are committed to the platform.",2022-02-12 21:20:41,1,Beware of Inconsistent Service,"{'id': 28087726, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-02-16T15:13:12Z'}"
False,Lovemyfamily12,"I’m not one to stick out counseling or even really go to a doctor. I’ve been suffering from major anxiety and depression for a very very long time. But I did not want to leave my house to go to the doctor or see a counselor. This was so easy to use and not invasive. And I could make my own appointments that would fit my schedule. Great idea 💡, to see a dr 👩‍⚕️ get some medication and they send it to your local pharmacy. And then a day later I was talking to a mental health counselor. I think this will definitely go more main stream . Very convenient. We’ll see in a few weeks if the meds and counseling work .",2022-02-17 03:37:10,5,I was Desperate.,
False,jt42634,"just to start my care counselor missed our first appointment because she got the time zones confused. at the time i was a single mom working 2 jobs so it was really inconvenient for me to have to find another time. not to mention i had time set aside that was just wasted. apparently there’s no way for the care counselor to indicate she was the one who missed the appointment so ultimately it looked like i was the one who failed to be available. the sessions with my care counselor were not exactly impressive. i think i’ve experienced more help from friends. i did not feel
like she cared or was really listening to me but more or less checking things off of a list. it actually seemed to me that she was doing a worksheet and just asking me for the answers. i gave it another chance and in the second appointment she didn’t even ask about the main topic of our previous appointment. i decided this wasn’t for me and did not make any further appointments. i began to receive emails almost every day about how if i didn’t schedule an appointment then care plan would expire and i thought great i don’t want to use this service anymore let it expire. i didn’t realize, and they weren’t exactly forthcoming with the info, that i would have to formally submit a written request to cancel my subscription. after i went digging i found this out and immediately sent in my request for cancellation. the next day i was charged twice for cerebral’s service even though it had been weeks since i had even used their service. this was extremely upsetting because now i couldn’t afford to pay my electricity bill. i am already under a ton of stress being a single mom and working, having to take days off when my son is exposed to covid, losing out on pay, and now
cerebral adds to it by taking $170 out of my account based on “well technically you owe it”
i understand that companies have policies in order for them to be profitable but i don’t think it’s a good look to essentially scam those who are already vulnerable and seriously struggling with day to day life.",2021-09-13 20:17:19,1,made my mental health worse,"{'id': 25193192, 'body': 'Hi there, I am so sorry you may not have had a positive experience with our services. I want to thank you for taking the time to share this with us. Your feedback is valuable to us as we look to improve our services for our subscribers like you. In any event, I can understand why this may have been a frustrating experience, and I would like to take some time to see how I may mend this for you and hopefully repair your perception of Cerebral. Please reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I look forward to speaking to you, and I hope I can help. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-09-19T20:33:43Z'}"
False,Tinder is toxic,"I’m shocked that this app has 5 stars. I assume it’s a lot of fake reviews seeing how most of the top recommended reviews reveal the true side of this terrible company.

I recently moved to Cali from a different state and had to change providers. I learned about Cerebral through social media (should’ve been my first red flag). I thought I’d give it a try as I struggle with ADHD and often get frustrated when having to find new providers that work with my insurance. Unfortunately it has been a huge headache. They refuse to let you talk to your prescribers directly and instead want you to work through their support portal in order to talk to them. This game of telephone has lead to multiple errors from the prescriber as well as severe delays. Cerebral will tell you they need 3 days to communicate with the prescriber only for you to find out the wrong or incomplete info was given to the prescriber which causes another 3-5 day delay. If you want to actually talk to your prescriber directly you must schedule an appointment with them, but you’ll be surprised to find out these prescribers are booked for more than a month out at a time so nothing can be done in a timely manner. This will prevent you from continuing or adjusting your medication which is not acceptable for a service you are paying out of pocket for on top of everything else.

If you think calling cerebral directly would work better to get issues resolved you’d be incorrect. They will provide little info and ask you for more time. If you want to speak directly to a higher up you’ll also be put in a queue that will last several days before the higher up will contact you directly. What’s even more appalling is that anything you discuss over the phone is completely forgotten or not recorded for “your” support team of counselors within the app. So “your” counselors won’t take the necessary next steps to resolve the issue and you’ll have to continue to follow up with your team within the app for several days.

This is a company that apparently prides themselves on providing adequate mental healthcare. However they do not actually care about your mental health as you are just another dollar sign. They spend more money on advertising than they do on hiring enough employees as well as training them to provide adequate service. If you have true mental health issues and are looking for help do not go to this company and risk the possibility of them making your mental health worse. I beg of you. They do not have your best interest at heart.",2022-02-14 05:19:56,1,Company should be ashamed,"{'id': 28087735, 'body': ""Hello, We appreciate you taking the time to share your experience with us. We're sorry to hear you were not satisfied with all of our services. As a mental health company, we are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. In any event, we would like to take some time to see what we can do to correct the situation. Please reach out to us by email at reviews@cerebral.com directly and please include your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team\n"", 'modified': '2022-02-16T15:13:47Z'}"
False,Missmikmik,"I’ve been a member of cerebral for 3.5 months now. I was initially diagnosed with severe anxiety and moderate depression (which is accurate, as I was previously seeing a doctor with the same diagnosis). I like how convenient Cerebral is and both my prescriber & care counselor are very nice and supportive. It’s also very affordable for people who do not have insurance. 

However, there are two huge cons for me. The first major con being the lapse in medication. I have 2 medications; one I have to take consistently on a daily basis with no lapse between doses or withdrawal symptoms can occur, and the other medication is one I take as needed when my anxiety is especially high. Currently, my daily medication runs out in 2 days, yet my refill has not been mailed out yet. Every time I try contacting someone to see where my medication is, I get no response. I’m truly worried about having no medication in 2 days and worried about what withdrawal symptoms I may experience because of it. This is a huge problem. My medications have always shipped on the 9th of the month, but it’s now the 10th and no shipment. Very unprofessional and concerning. 

My second concern is the absolute lack of communication between the prescriber and care counselor. For example, my appointment with my prescriber 4 weeks ago, she informed me that both of my medications would now be mailed to me (previously only 1 was mailed and the other was sent to my local pharmacy) and she said my medications would ship early (July 28th instead of August 9th), because she increased the dose of one medication and wanted that to get to me asap. However, my care counselor wasn’t aware of any of this and told me my medication would not be shipped on the 28th and she didn’t see anything that noted my 2nd medication now being shipped. As a patient, this is very frustrating, especially since you can only communicate regularly with the care counselor, but not the prescriber. Also frustrating as I was told my medications would ship early on July 28th, yet here I am on August 10th and neither of my medications have shipped. Even communication between my care counselor and myself has seemed to decrease and I’m not sure why. 

Initially, this started out as a great way to seek help for anxiety and depression, but now it’s spiraling into a nightmare. I really hope they improve their consistency in shipping medications as well as their communication, because I believe this has the potential to be a terrific tool for people with mental health disorders, but for now, I’d say avoid Cerebral as it will only increase anxiety.",2021-08-10 16:36:00,2,Not ideal,"{'id': 24648396, 'body': ""Hi there, Thank you for taking the time to share your feedback with us. I'd like to sincerely apologize for any challenges you have faced using our services. As a mental health company, ensuring that our users have access to high quality, reliable support is of the utmost importance to us, and I truly regret to hear that your experience has fallen short of these qualities. We are wholeheartedly focused on improving the well-being of thousands of individuals who may not have had access to, or the means to afford, quality mental health care. We appreciate you sharing your feedback so we can continue to improve our services. I would like to take some time to hear more about your experience, and I would greatly appreciate the opportunity to help mend this experience for you. To get in touch, you may reach me at (415) 403-2156 or by email at support@getcerebral.com. Please feel free to ask for me directly. I hope to hear from you soon. Kind regards, Stefanie H. Cerebral Coordinator."", 'modified': '2021-08-22T21:33:47Z'}"
False,mj pharaoh,Their way of service is a lie ...,2021-04-09 21:55:16,1,Not a good app,"{'id': 22199933, 'body': 'Hi there, \n\nThank you for sharing your experience with us. We are constantly working to improve our services, and your feedback is valuable. I would appreciate the opportunity to learn a bit more about your experience and see how I can help. \n\nIn any event, I would like to apologize if our services did not meet your expectations. Please reach out to me if there is anything at all I can do to help. I look forward to hearing from you and working to repair your trust. \n\nBest, \nMolly V. \nCerebral Coordinator', 'modified': '2021-04-12T19:09:10Z'}"
False,mereweather181818,"I have been a member of cerebral for over a year. I used the service because I move around a lot and was looking for more consistency with my medication routine. At first, I couldn’t be more pleased with my service. I had a prescriber who cared and a care counselor who was useful and helped me in relevant ways. For instance, my initial prescriber went out of her way to help me get my medication at an affordable price and went so far as to call me on my personal cell phone to ensure that I was taken care of. 

Everything went down hill when that prescriber left the service. 

I have been bounced around to a new prescriber each month. This means that each month I must go over my entire medication history, relay trauma to a new person, and wait to get an appointment. Appointments with prescribers must be made two months in advance and most have very limited availability (like 10 PM EST). To be quite honest, that wouldn’t bother me too much as I was getting consistent care. 

But I’m not. 

Every month since May 2021 I have had to go a week without medication because my prescriber does not renew my prescription. Every month we go through the same routine (regardless of who my current prescriber is): I notice I have 7 pills left and message my care coordinator for a refill, three days later my care coordinator says they will contact my prescriber and let them know, after not hearing something for several days I contact again when I have one or two pills left, my care coordinator says they will contact my prescriber again and they will respond within 48 hours, I call customer service because I need medication, I go through sudden withdrawal for a day while I wait, I get my medication. 

If that wasn’t enough, I have been switched to a new medication regime with ABSOLUTELY NO NOTICE from my prescriber. I was given no instructions or warning that I would be forced to go through withdrawal from my medications I had previously been on. As of right now, I have been trying to contact my “care team” for over 48 hours for hep with no response. 

The worse part of this experience is I truly, genuinely need help. I have been left in a state where I cannot stand for more than 20 minutes at a time (no shower, no driving, no cleaning, no cooking, no working). I have used every appropriate avenue available to me and have still be IGNORED by this service. 

If you’re in a situation where you are looking to use this service, please do not. I am begging you. My mental health is absolutely worse since using this service. The worst part is I am now dependent on this medication and cannot terminate usage of the service until I can get an appointment with a psychiatrist who gives a crap about me.",2021-12-20 20:07:36,1,"Please, for your sake, don’t.","{'id': 27379224, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-11T17:42:22Z'}"
False,Mallory Jean,"I was very excited to be able to try this service for care. I have used previous companies in the past and truly have had positive results on all aspects of my life. 

This company on the other hand does not care about customer service. 

The availability of appointments times takes weeks (2 to 3) to be able do your initial visit. 

If you have any type of busy work schedule do to Covid or anything life events don’t try to reschedule!! They will Mark you as missed your appointment and charge you anyway saying you “used their services”. The second appointment I was supposed to be sent a reschedule link and that came four days after my appointment. 

Rescheduling... that will add another 2 to 3 week wait to your visits. 

An entire month of service for not one visit. 

Then trying to reach out to customer care to explain the scenario. There seems to be zero training. My emails (because that was the “best” option to reach them) are returned days later. Finally I decided after a days of trying to cancel to try them by phone. 

I was met by a customer service rep who was dead set on telling me know. 

I explained my work situation and how I had lost my job previously to Covid and that I was so excited to use their service but it seemed impossible to see someone. She said it was my fault to cancel and didn’t care I was trying to simply reschedule. 

I asked for a supervisor to speak to instead because I felt very much unheard (which is crazy for a counseling service) which was met by multiple excuses. Finally she agreed and said someone would call me back. 

Instead I receive an email from the same woman not listening to me saying the decision was FINAL! No refund even if you didn’t use the services.

Please use a different service for you mental health needs. 

I am so passionate about finding your fit for Mental Health and this leaves so much to be desired. 

They kept my money for the first month. No other options given to me other providers with better availability, no. Credits? No. 

They do not care about their customer or mental health.",2021-03-12 12:54:46,1,Does not care about patients,"{'id': 21663637, 'body': 'Hi, \n\nThank you for taking some time to share your feedback with us. We hope to provide access to affordable, quality mental health care, and I apologize if we did not meet your expectations. Your feedback is very valuable to us as we look to improve. \n\nIn any event, I would take some time to speak with you personally and learn more about your experience. I hope that I am able to assist in repairing your trust in Cerebral. Please reach me at (415)403-2156 or support@getcerebral.com and ask for me directly. I look forward to connecting with you. \n\nKind regards, \nMolly V. \nCerebral Coordinator. ', 'modified': '2021-03-15T16:09:10Z'}"
False,usfentrepreneur,"The premise and promise of the app and service is great. 

The only bright spot for me was meeting with my prescriber — she was fantastic. However, there were several times that my appointment was cancelled shortly before our scheduled time. Once I was able to get an appointment, my prescriber asked me if everything was okay and wondered why I had cancelled our last meeting. I told her that I didn’t and it she was as confused as I was. 

I paid for 3 months and saw a care counselor once. Nice enough person but none of the information was new to me and I didn’t get much value out of the interaction. Mostly first-level advice and recommendations that you could get from a few books or blog posts. 

The customer support response time was slow and often many of my answers didn’t get resolved until the 2nd or 3rd time. I really wanted this service to work but unfortunately it seemed to be a lot of good ideas but poor execution. I had 3-4 meetings cancelled with my care counselor day-of and no explanation — just an automated email notifying me of the cancelled appointment. Then, I’d go a try to reschedule and there wouldn’t be any available for 2+ months. Very frustrating and unreliable, especially when you’re dealing with mental health care. 

Perhaps they’ll review this and other people’s feedback and improve. I realize that there is a huge demand and need for online mental health services and align with the premise of Cerbral but am disappointed with the overall experience. I’ve worked in startups for most of my career and understand the challenges of scaling a company but would like to see an improvement in the CX before reconsidering the service.",2022-01-25 18:53:46,1,Love the promise — disappointing experience,"{'id': 27703788, 'body': ""We appreciate you taking the time to share your experience. We're sorry to hear you were not satisfied with our services and would like to take some time to see what we can do to correct the situation. Please reach out to reviews@cerebral.com with your review’s username. We look forward to assisting you in any way we can. Best, Cerebral Team"", 'modified': '2022-01-27T15:49:17Z'}"
False,Hello.Hello,"Cerebral tends to be money-hungry. Ironic for a mental-health app. 

Pros:

- My therapist was great. :)
- You get a selection of therapists that you can choose from
- You can dispute it with your bank for a refund, so that was nice!

Cons:

- I paid on August 28th for my September therapy sessions. I e-mailed in on August 29th to cancel my membership. Per my e-mail, I stated, “I understand that this month has already been paid for as I would like to finish up my therapy sessions for this month.” The Employee responded with, “I would advise to request your cancellation by 9 am PT one business day before your next scheduled billing date to cancel your account as we have no way to have it set to cancel at a specific date.” 

I understand there’s no way to set a specific date to cancel, so I requested to cancel asap as it’s understandably uncomfortable to rely on customer support to actually cancel a day prior to the next billing date. Once I cancelled my subscription, it *also* cancelled my service for the month that *I had already paid for*. This doesn’t make sense and is not customer-service friendly or mental-health friendly — it comes off as a money-hungry company. Why would you cancel the service for the month that you had already paid ahead of time for?  When it comes to any other service that you pay ahead of time for, once you cancel and get the confirmation of cancellation, it is applicable to the next billing cycle as you maintain the service for the remainder of which you had already paid for. After asking one last time for a refund and kindly requesting for said Employee to provide some Customer Support, I was responded with:

“Please be advised that we operate on a subscription model, the monthly fee is not based on services being rendered (i.e., receiving new medication, meeting with a therapist or prescriber). I do know that this is not the response that you would like to receive, and I sincerely apologize that we cannot be more flexible here. I completely understand your disappointment and do hope that you are able to find care that is a great fit for you.”

The Employee was kind and respectful, but as a Customer Support employee myself who also works in a Subscription field, I do not think much customer support was provided, especially when I kindly asked  for a refund a couple of times. It was rather a robotic response with a lack of empathy; you *can* be more flexible, but you choose not to; you can escalate it, give a customer a one-time courtesy refund so that they will come back. This may very well not be the employee’s fault, but rather, upper management. Given this experience, I will choose to not come back.",2021-09-05 21:45:43,1,Cerebral tends to be money-hungry. Ironic for a mental-health app.,"{'id': 24986767, 'body': 'Hi there, thank you for taking the time to write in with this insight. I appreciate you reaching out to share your feedback and experience. I wholeheartedly hear your concerns and want to take some time to address the challenges you faced. If you would be willing, you may feel free to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me personally. I am more than happy to assist however I can. I look forward to hearing more about your experience. Best, Stefanie H. Cerebral Coordinator.', 'modified': '2021-09-08T17:21:31Z'}"
True,this is a review by Sean,"Used the app for two months. The app itself is a mess, lots of bugs, did not retain my insurance information, and the telemedicine function is also very janky. 

But I could forgive the above if the service was actually worthwhile. Basically, this is only worth anything at all if you have no insurance and just need access to medicine. The counseling function is worthless - 30 minutes a month and they forced me to changed counselors after one session with no notice or reason. Who wants to start working with a counselor and keep changing? 

I also had an issue where I had a bad experience with one of the prescriptions. I notified them and it went through what seems to be a bunch of different channels of decision makers until they finally got me a new prescription - but once that new prescription was filled, it pushed my other prescription’s refill date out two additional weeks. Now my monthly medication has a two week gap - not good for the obvious reasons.

When I relayed my issues to Cerebral, I got a canned “sorry you are unhappy with your medication delivery” and offered me 30% off for three weeks. What? I’m saying there’s a whole host of issues, one of which is this odd delay in one of prescriptions, and this support agent boils it down to “sorry we couldn’t get you your meds fast enough, here’s a discount.” 

This service is only worth it if you don’t have insurance and are in desperate need of *any* support for your mental health. It is not convenient, not personal, and does not make me feel like anything other than an active monthly user in this company’s pitch deck for their next round of funding. It is not a substitute for in person services if you have the good fortune of having solid health insurance.

UPDATE: Cerebral responded to my review about the company being impersonal with the same canned response from “Molly V.” Cerebral uses for every negative review. What a joke.",2021-05-11 19:28:04,1,No personal touch at all,"{'id': 22748339, 'body': 'Hello, \n\nThank you for writing to us about your feedback and experience with Cerebral. I am sorry to hear that you may have faced some difficulties in utilizing our services. It is helpful to have your feedback so that we can work to improve our services. However, it is disappointing to hear that you did not receive satisfactory care. \n\nIf there is anything I can do to help, please feel free to reach out to me at (415)403-2156 or support@getcerebral.com and ask for me. I look forward to hearing more about your experience and helping in any way I can. \n\nWarmly,\nMolly V.\nCerebral Coordinator', 'modified': '2021-05-11T19:28:05Z'}"
False,Bub4797,"Honestly surprised to see that I am the only one giving a bad review considering how unpleasant my experience was has been. Where to start? First, my “provider” shows up to our first video conference wearing a beanie and a hoody, like did you just wake up? I get it’s COVID season and we are having to do Telehealth but how unprofessional... Then to make it better my provider prescribes me a prescription which she says will be sent off and processed that same day to ship. We are going on 5 days with no update. 

The “chat” you get with your counselor and care coordinator isn’t live so you’re lucky if one of them sees it and responds when you need them to. I reached out to them and got a minimal response saying “oh she’s working on it”. 

Last night I sent an email to their contact support explaining my situation and received a response saying that my situation was getting transferred to someone else that dealt with providers and prescriptions as it was a very serious matter and would be handled as soon as possible. I waited all day and heard nothing so I called their contact hotline for live support to see if I could get an update on what was going on. I was placed on hold with a statement saying your expected wait time is 4 minutes... 12 minutes later I was forwarded to an answering machine. Have I gotten a response? Negative ghost rider. Will I after this review? Probably not. 

The moral of the story... If you are suffering right now this app is not timely and I hope you learn from my mistake and go get help that will actually respond to your needs quickly. Great concept but it’s a mess right now. Save your time and effort and go somewhere else IMO. I hope this helps even one person struggling so they are not stuck wishing and waiting for a promised service.",2021-02-09 00:20:58,1,My Cerebral Journey,"{'id': 21223068, 'body': ""Hello,\n\nI really appreciate you taking the time to share your feedback about your experience with Cerebral. I would like to apologize for the difficulty you had in utilizing our care and services. We do have a considerable client base that significantly benefits from our services, but that still doesn't make it any better knowing that you faced less-than-satisfactory care.\n\nIn any event, I would like to take some time myself to hopefully help repair your trust in Cerebral. Please feel free to reach out to us by phone at (415) 403 - 2156 or by email at support@getcerebral.com and ask for me directly. I'm happy to assist in any way I can.\n\nWarm regards, \nMolly V. \nCerebral Coordinator \n"", 'modified': '2021-02-22T21:34:50Z'}"
True,ShiverMeTimbers215,Yup,2021-12-17 07:56:23,1,Doesn’t make sense,"{'id': 26882387, 'body': ""Hi there, we're truly sorry for any confusion that you met with our subscription billing. We do try to be as transparent as possible by including the plan types on our website which are available for viewing. We'd like to take the time to connect with you further and see if there is anything we may be able to do to support you. To get in touch with us, please feel free to reach out to support@getcerebral.com and ask for Stefanie H. Best regards, Cerebral Team "", 'modified': '2021-12-17T07:56:24Z'}"
